"pid","tpc","qn","ans"
1368,"Neuroscience","how-often-talk-colleagues","2"
1368,"Neuroscience","how-often-talk-family","2"
1368,"Neuroscience","important","3"
1368,"Neuroscience","interesting","3"
1368,"Neuroscience","learn-more","5"
1368,"Neuroscience","understandable","4"
1368,"Gender Inequality","controversial","4"
1368,"Gender Inequality","familiar","2"
1368,"Gender Inequality","heard-of-last-week","no"
1368,"Gender Inequality","how-often-talk-colleagues","2"
1368,"Gender Inequality","how-often-talk-family","4"
1368,"Gender Inequality","important","3"
1368,"Gender Inequality","interesting","3"
1368,"Gender Inequality","learn-more","3"
1368,"Gender Inequality","understandable","4"
1368,"Politics","controversial","7"
1368,"Politics","familiar","7"
1368,"Politics","heard-of-last-week","yes"
1368,"Politics","how-often-talk-colleagues","6"
1368,"Politics","how-often-talk-family","6"
1368,"Politics","important","6"
1368,"Politics","interesting","5"
1368,"Politics","learn-more","7"
1368,"Politics","understandable","7"
1368,"AI","controversial","4"
1368,"AI","familiar","3"
1368,"AI","heard-of-last-week","yes"
1368,"AI","how-often-talk-colleagues","2"
1368,"AI","how-often-talk-family","5"
1368,"AI","important","1"
1368,"AI","interesting","3"
1368,"AI","learn-more","5"
1368,"AI","understandable","2"
1368,"Environment","controversial","3"
1368,"Environment","familiar","3"
1368,"Environment","heard-of-last-week","yes"
1368,"Environment","how-often-talk-colleagues","3"
1368,"Environment","how-often-talk-family","3"
1368,"Environment","important","3"
1368,"Environment","interesting","5"
1368,"Environment","learn-more","2"
1368,"Environment","understandable","2"
1368,"Self-control","controversial","2"
1368,"Self-control","familiar","3"
1368,"Self-control","heard-of-last-week","yes"
1368,"Self-control","how-often-talk-colleagues","5"
1368,"Self-control","how-often-talk-family","4"
1368,"Self-control","important","7"
1368,"Self-control","interesting","7"
1368,"Self-control","learn-more","4"
1368,"Self-control","understandable","5"
1368,"Sports","controversial","5"
1368,"Sports","familiar","4"
1368,"Sports","heard-of-last-week","yes"
1368,"Sports","how-often-talk-colleagues","6"
1368,"Sports","how-often-talk-family","2"
1368,"Sports","important","4"
1368,"Sports","interesting","3"
1368,"Sports","learn-more","3"
1368,"Sports","understandable","5"
1368,"Health","controversial","3"
1368,"Health","familiar","6"
1368,"Health","heard-of-last-week","no"
1368,"Health","how-often-talk-colleagues","7"
1368,"Health","how-often-talk-family","5"
1368,"Health","important","3"
1368,"Health","interesting","3"
1368,"Health","learn-more","6"
1368,"Health","understandable","6"
1369,"Neuroscience","controversial","2"
1369,"Neuroscience","familiar","4"
1369,"Neuroscience","heard-of-last-week","yes"
1369,"Neuroscience","how-often-talk-colleagues","1"
1369,"Neuroscience","how-often-talk-family","1"
1369,"Neuroscience","important","7"
1369,"Neuroscience","interesting","5"
1369,"Neuroscience","learn-more","5"
1369,"Neuroscience","understandable","5"
1369,"Sports","controversial","2"
1369,"Sports","familiar","4"
1369,"Sports","heard-of-last-week","yes"
1369,"Sports","how-often-talk-colleagues","1"
1369,"Sports","how-often-talk-family","1"
1369,"Sports","important","1"
1369,"Sports","interesting","2"
1369,"Sports","learn-more","1"
1369,"Sports","understandable","5"
1369,"Cognitive Skills","controversial","1"
1369,"Cognitive Skills","familiar","3"
1369,"Cognitive Skills","heard-of-last-week","no"
1369,"Cognitive Skills","how-often-talk-colleagues","1"
1369,"Cognitive Skills","how-often-talk-family","1"
1369,"Cognitive Skills","important","6"
1369,"Cognitive Skills","interesting","3"
1369,"Cognitive Skills","learn-more","4"
1369,"Cognitive Skills","understandable","3"
1369,"Environment","controversial","1"
1369,"Environment","familiar","5"
1369,"Environment","heard-of-last-week","yes"
1369,"Environment","how-often-talk-colleagues","2"
1369,"Environment","how-often-talk-family","2"
1369,"Environment","important","7"
1369,"Environment","interesting","6"
1369,"Environment","learn-more","2"
1369,"Environment","understandable","6"
1369,"AI","controversial","7"
1369,"AI","familiar","7"
1369,"AI","heard-of-last-week","yes"
1369,"AI","how-often-talk-colleagues","7"
1369,"AI","how-often-talk-family","3"
1369,"AI","important","6"
1369,"AI","interesting","3"
1369,"AI","learn-more","5"
1369,"AI","understandable","6"
1369,"Covid","controversial","1"
1369,"Covid","familiar","6"
1369,"Covid","heard-of-last-week","yes"
1369,"Covid","how-often-talk-colleagues","2"
1369,"Covid","how-often-talk-family","2"
1369,"Covid","important","7"
1369,"Covid","interesting","2"
1369,"Covid","learn-more","1"
1369,"Covid","understandable","7"
1369,"Health","controversial","2"
1369,"Health","familiar","6"
1369,"Health","heard-of-last-week","yes"
1369,"Health","how-often-talk-colleagues","2"
1369,"Health","how-often-talk-family","2"
1369,"Health","important","7"
1369,"Health","interesting","3"
1369,"Health","learn-more","3"
1369,"Health","understandable","7"
1369,"Addiction","controversial","4"
1369,"Addiction","familiar","7"
1369,"Addiction","heard-of-last-week","yes"
1369,"Addiction","how-often-talk-colleagues","2"
1369,"Addiction","how-often-talk-family","4"
1369,"Addiction","important","7"
1369,"Addiction","interesting","2"
1369,"Addiction","learn-more","2"
1369,"Addiction","understandable","6"
1369,"Gender Inequality","controversial","2"
1369,"Gender Inequality","familiar","6"
1369,"Gender Inequality","heard-of-last-week","yes"
1369,"Gender Inequality","how-often-talk-colleagues","1"
1369,"Gender Inequality","how-often-talk-family","1"
1369,"Gender Inequality","important","7"
1369,"Gender Inequality","interesting","2"
1369,"Gender Inequality","learn-more","1"
1369,"Gender Inequality","understandable","7"
1369,"Socioeconomic Inequality","controversial","5"
1369,"Socioeconomic Inequality","familiar","6"
1369,"Socioeconomic Inequality","heard-of-last-week","yes"
1369,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1369,"Socioeconomic Inequality","how-often-talk-family","3"
1369,"Socioeconomic Inequality","important","7"
1369,"Socioeconomic Inequality","interesting","3"
1369,"Socioeconomic Inequality","learn-more","1"
1369,"Socioeconomic Inequality","understandable","7"
1369,"Politics","controversial","7"
1369,"Politics","familiar","4"
1369,"Politics","heard-of-last-week","yes"
1369,"Politics","how-often-talk-colleagues","1"
1369,"Politics","how-often-talk-family","2"
1369,"Politics","important","7"
1369,"Politics","interesting","2"
1369,"Politics","learn-more","1"
1369,"Politics","understandable","4"
1369,"Self-control","controversial","2"
1369,"Self-control","familiar","7"
1369,"Self-control","heard-of-last-week","yes"
1369,"Self-control","how-often-talk-colleagues","4"
1369,"Self-control","how-often-talk-family","3"
1369,"Self-control","important","7"
1369,"Self-control","interesting","6"
1369,"Self-control","learn-more","5"
1369,"Self-control","understandable","6"
1370,"Cognitive Skills","controversial","4"
1370,"Cognitive Skills","familiar","4"
1370,"Cognitive Skills","heard-of-last-week","no"
1370,"Cognitive Skills","how-often-talk-colleagues","2"
1370,"Cognitive Skills","how-often-talk-family","3"
1370,"Cognitive Skills","important","5"
1370,"Cognitive Skills","interesting","5"
1370,"Cognitive Skills","learn-more","4"
1370,"Cognitive Skills","understandable","4"
1370,"Socioeconomic Inequality","controversial","5"
1370,"Socioeconomic Inequality","familiar","6"
1370,"Socioeconomic Inequality","heard-of-last-week","yes"
1370,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1370,"Socioeconomic Inequality","how-often-talk-family","5"
1370,"Socioeconomic Inequality","important","5"
1370,"Socioeconomic Inequality","interesting","6"
1370,"Socioeconomic Inequality","learn-more","5"
1370,"Socioeconomic Inequality","understandable","5"
1370,"Addiction","controversial","4"
1370,"Addiction","familiar","5"
1370,"Addiction","heard-of-last-week","yes"
1370,"Addiction","how-often-talk-colleagues","2"
1370,"Addiction","how-often-talk-family","2"
1370,"Addiction","important","5"
1370,"Addiction","interesting","3"
1370,"Addiction","learn-more","3"
1370,"Addiction","understandable","5"
1370,"Neuroscience","controversial","3"
1370,"Neuroscience","familiar","2"
1370,"Neuroscience","heard-of-last-week","no"
1370,"Neuroscience","how-often-talk-colleagues","2"
1370,"Neuroscience","how-often-talk-family","2"
1370,"Neuroscience","important","4"
1370,"Neuroscience","interesting","3"
1370,"Neuroscience","learn-more","2"
1370,"Neuroscience","understandable","2"
1370,"Health","controversial","5"
1370,"Health","familiar","5"
1370,"Health","heard-of-last-week","yes"
1370,"Health","how-often-talk-colleagues","5"
1370,"Health","how-often-talk-family","6"
1370,"Health","important","6"
1370,"Health","interesting","5"
1370,"Health","learn-more","5"
1370,"Health","understandable","4"
1370,"Covid","controversial","5"
1370,"Covid","familiar","6"
1370,"Covid","heard-of-last-week","yes"
1370,"Covid","how-often-talk-colleagues","6"
1370,"Covid","how-often-talk-family","6"
1370,"Covid","important","6"
1370,"Covid","interesting","5"
1370,"Covid","learn-more","5"
1370,"Covid","understandable","5"
1370,"Environment","controversial","5"
1370,"Environment","familiar","3"
1370,"Environment","heard-of-last-week","no"
1370,"Environment","how-often-talk-colleagues","2"
1370,"Environment","how-often-talk-family","2"
1370,"Environment","important","3"
1370,"Environment","interesting","2"
1370,"Environment","learn-more","2"
1370,"Environment","understandable","4"
1370,"Sports","controversial","4"
1370,"Sports","familiar","4"
1370,"Sports","heard-of-last-week","no"
1370,"Sports","how-often-talk-colleagues","2"
1370,"Sports","how-often-talk-family","2"
1370,"Sports","important","2"
1370,"Sports","interesting","2"
1370,"Sports","learn-more","2"
1370,"Sports","understandable","4"
1370,"Politics","controversial","6"
1370,"Politics","familiar","3"
1370,"Politics","heard-of-last-week","yes"
1370,"Politics","how-often-talk-colleagues","2"
1370,"Politics","how-often-talk-family","3"
1370,"Politics","important","2"
1370,"Politics","interesting","2"
1370,"Politics","learn-more","2"
1370,"Politics","understandable","3"
1370,"Self-control","controversial","4"
1370,"Self-control","familiar","3"
1370,"Self-control","heard-of-last-week","no"
1370,"Self-control","how-often-talk-colleagues","2"
1370,"Self-control","how-often-talk-family","3"
1370,"Self-control","important","5"
1370,"Self-control","interesting","4"
1370,"Self-control","learn-more","4"
1370,"Self-control","understandable","3"
1370,"AI","controversial","6"
1370,"AI","familiar","3"
1370,"AI","heard-of-last-week","yes"
1370,"AI","how-often-talk-colleagues","2"
1370,"AI","how-often-talk-family","2"
1370,"AI","important","5"
1370,"AI","interesting","5"
1370,"AI","learn-more","5"
1370,"AI","understandable","3"
1370,"Gender Inequality","controversial","5"
1370,"Gender Inequality","familiar","5"
1370,"Gender Inequality","heard-of-last-week","yes"
1370,"Gender Inequality","how-often-talk-colleagues","2"
1370,"Gender Inequality","how-often-talk-family","2"
1370,"Gender Inequality","important","2"
1370,"Gender Inequality","interesting","2"
1370,"Gender Inequality","learn-more","2"
1370,"Gender Inequality","understandable","5"
1371,"Neuroscience","controversial","4"
1371,"Neuroscience","familiar","2"
1371,"Neuroscience","heard-of-last-week","no"
1371,"Neuroscience","how-often-talk-colleagues","2"
1371,"Neuroscience","how-often-talk-family","2"
1371,"Neuroscience","important","7"
1371,"Neuroscience","interesting","3"
1371,"Neuroscience","learn-more","5"
1371,"Neuroscience","understandable","2"
1371,"Health","controversial","6"
1371,"Health","familiar","4"
1371,"Health","heard-of-last-week","yes"
1371,"Health","how-often-talk-colleagues","5"
1371,"Health","how-often-talk-family","6"
1371,"Health","important","7"
1371,"Health","interesting","4"
1371,"Health","learn-more","5"
1371,"Health","understandable","4"
1371,"Self-control","controversial","5"
1371,"Self-control","familiar","6"
1371,"Self-control","heard-of-last-week","yes"
1371,"Self-control","how-often-talk-colleagues","5"
1371,"Self-control","how-often-talk-family","5"
1371,"Self-control","important","7"
1371,"Self-control","interesting","6"
1371,"Self-control","learn-more","6"
1371,"Self-control","understandable","5"
1371,"Socioeconomic Inequality","controversial","6"
1371,"Socioeconomic Inequality","familiar","3"
1371,"Socioeconomic Inequality","heard-of-last-week","no"
1371,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1371,"Socioeconomic Inequality","how-often-talk-family","4"
1371,"Socioeconomic Inequality","important","7"
1371,"Socioeconomic Inequality","interesting","5"
1371,"Socioeconomic Inequality","learn-more","5"
1371,"Socioeconomic Inequality","understandable","5"
1371,"AI","controversial","6"
1371,"AI","familiar","4"
1371,"AI","heard-of-last-week","yes"
1371,"AI","how-often-talk-colleagues","6"
1371,"AI","how-often-talk-family","5"
1371,"AI","important","5"
1371,"AI","interesting","4"
1371,"AI","learn-more","5"
1371,"AI","understandable","5"
1371,"Gender Inequality","controversial","7"
1371,"Gender Inequality","familiar","5"
1371,"Gender Inequality","heard-of-last-week","yes"
1371,"Gender Inequality","how-often-talk-colleagues","5"
1371,"Gender Inequality","how-often-talk-family","5"
1371,"Gender Inequality","important","7"
1371,"Gender Inequality","interesting","6"
1371,"Gender Inequality","learn-more","6"
1371,"Gender Inequality","understandable","6"
1371,"Covid","controversial","7"
1371,"Covid","familiar","6"
1371,"Covid","heard-of-last-week","no"
1371,"Covid","how-often-talk-colleagues","3"
1371,"Covid","how-often-talk-family","4"
1371,"Covid","important","5"
1371,"Covid","interesting","3"
1371,"Covid","learn-more","2"
1371,"Covid","understandable","5"
1371,"Politics","controversial","7"
1371,"Politics","familiar","4"
1371,"Politics","heard-of-last-week","no"
1371,"Politics","how-often-talk-colleagues","3"
1371,"Politics","how-often-talk-family","3"
1371,"Politics","important","6"
1371,"Politics","interesting","4"
1371,"Politics","learn-more","5"
1371,"Politics","understandable","5"
1371,"Environment","controversial","7"
1371,"Environment","familiar","4"
1371,"Environment","heard-of-last-week","no"
1371,"Environment","how-often-talk-colleagues","3"
1371,"Environment","how-often-talk-family","3"
1371,"Environment","important","7"
1371,"Environment","interesting","4"
1371,"Environment","learn-more","4"
1371,"Environment","understandable","5"
1371,"Sports","controversial","2"
1371,"Sports","familiar","5"
1371,"Sports","heard-of-last-week","yes"
1371,"Sports","how-often-talk-colleagues","2"
1371,"Sports","how-often-talk-family","3"
1371,"Sports","important","3"
1371,"Sports","interesting","4"
